addr,bank,kind,canonical_addr,canonical_bank,covering_addr,covering_bank,evidence_count,source_flags_hex,source_flags
F29E,7,standalone,F29E,7,F29E,7,1,0x02,ptr_scan
E8B1,7,standalone,E8B1,7,E8B1,7,1,0x02,ptr_scan
E8B2,7,standalone,E8B2,7,E8B2,7,1,0x02,ptr_scan
EB4A,7,standalone,EB4A,7,EB08,7,14,0x03,control|ptr_scan
EB4B,7,standalone,EB4B,7,EB4B,7,1,0x02,ptr_scan
D19D,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D18F,7,standalone,D18F,7,D18F,7,1,0x02,ptr_scan
CCAD,7,secondary,CC71,7,CC71,7,1,0x02,ptr_scan
CCAE,7,standalone,CCAE,7,CCAE,7,1,0x02,ptr_scan
C908,7,standalone,C908,7,C908,7,1,0x02,ptr_scan
D007,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
EE06,7,standalone,EE06,7,EE06,7,1,0x02,ptr_scan
EE07,7,secondary,EE00,7,EE00,7,1,0x02,ptr_scan
EE0E,7,secondary,EE00,7,EE00,7,1,0x02,ptr_scan
EE0F,7,standalone,EE0F,7,EE0F,7,1,0x02,ptr_scan
CBEE,7,secondary,CB25,7,CB25,7,1,0x02,ptr_scan
CBEF,7,standalone,CBEF,7,CBEF,7,1,0x02,ptr_scan
CBAD,7,standalone,CBAD,7,CBAD,7,1,0x02,ptr_scan
CBAE,7,secondary,CB25,7,CB25,7,1,0x02,ptr_scan
FDAC,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FDAD,7,standalone,FDAD,7,FDAD,7,1,0x02,ptr_scan
EB8F,7,standalone,EB8F,7,EB8F,7,1,0x02,ptr_scan
EB90,7,standalone,EB90,7,EB90,7,1,0x02,ptr_scan
F0EB,7,standalone,F0EB,7,F0EB,7,1,0x02,ptr_scan
F0EC,7,standalone,F0EC,7,F0EC,7,1,0x02,ptr_scan
CAAD,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
CAAE,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
EB7F,7,standalone,EB7F,7,EB7F,7,1,0x02,ptr_scan
EB80,7,standalone,EB80,7,EB80,7,1,0x02,ptr_scan
EB87,7,standalone,EB87,7,EB87,7,1,0x02,ptr_scan
EB88,7,standalone,EB88,7,EB88,7,1,0x02,ptr_scan
E04C,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
E04D,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
EBE0,7,secondary,EBAE,7,EBAE,7,18,0x02,ptr_scan
EBE1,7,standalone,EBE1,7,EBE1,7,1,0x02,ptr_scan
C797,7,standalone,C797,7,C797,7,1,0x02,ptr_scan
C798,7,standalone,C798,7,C798,7,1,0x02,ptr_scan
EB97,7,standalone,EB97,7,EB97,7,7,0x26,ptr_scan|table_run|xbank
EB98,7,standalone,EB98,7,EB98,7,1,0x02,ptr_scan
EBEB,7,standalone,EBEB,7,EBEB,7,1,0x02,ptr_scan
EBEC,7,secondary,EBAE,7,EBAE,7,1,0x02,ptr_scan
CE4F,7,standalone,CE4F,7,CE4F,7,1,0x02,ptr_scan
CE50,7,standalone,CE50,7,CE50,7,1,0x02,ptr_scan
CACF,7,standalone,CACF,7,CACF,7,1,0x02,ptr_scan
F199,7,standalone,F199,7,F199,7,1,0x02,ptr_scan
D018,7,standalone,D018,7,D018,7,1,0x02,ptr_scan
C9FD,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
C9FE,7,standalone,C9FE,7,C9FE,7,1,0x02,ptr_scan
D005,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
EF9C,7,standalone,EF9C,7,EF9C,7,1,0x02,ptr_scan
EA14,7,standalone,EA14,7,EA14,7,1,0x02,ptr_scan
ED37,7,standalone,ED37,7,ED37,7,1,0x02,ptr_scan
D0EC,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D0ED,7,standalone,D0ED,7,D0ED,7,1,0x02,ptr_scan
ED46,7,standalone,ED46,7,ED46,7,1,0x02,ptr_scan
E900,7,standalone,E900,7,E900,7,1,0x02,ptr_scan
E901,7,standalone,E901,7,E901,7,1,0x02,ptr_scan
D1FE,7,standalone,D1FE,7,D1FE,7,1,0x02,ptr_scan
F026,7,standalone,F026,7,F026,7,1,0x02,ptr_scan
F027,7,secondary,EF9B,7,EF9B,7,1,0x02,ptr_scan
E6B0,7,standalone,E6B0,7,E6B0,7,1,0x02,ptr_scan
E6B1,7,standalone,E6B1,7,E6B1,7,1,0x02,ptr_scan
C626,7,standalone,C626,7,C626,7,1,0x02,ptr_scan
F19D,7,standalone,F19D,7,F19D,7,1,0x02,ptr_scan
ED52,7,standalone,ED52,7,ED52,7,1,0x02,ptr_scan
FE14,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
EDA5,7,standalone,EDA5,7,EDA5,7,9,0x02,ptr_scan
EDA6,7,standalone,EDA6,7,EDA6,7,1,0x02,ptr_scan
C978,7,standalone,C978,7,C978,7,1,0x02,ptr_scan
E912,7,standalone,E912,7,E912,7,1,0x02,ptr_scan
E913,7,standalone,E913,7,E913,7,1,0x02,ptr_scan
ECD0,7,standalone,ECD0,7,ECD0,7,1,0x02,ptr_scan
ECD1,7,secondary,EC91,7,EC91,7,1,0x02,ptr_scan
CA77,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
FBD0,7,standalone,FBD0,7,FBD0,7,1,0x02,ptr_scan
FBD1,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F9BE,7,standalone,F9BE,7,F9BE,7,1,0x02,ptr_scan
EDF9,7,standalone,EDF9,7,EDF9,7,1,0x02,ptr_scan
EDFA,7,standalone,EDFA,7,EDFA,7,1,0x02,ptr_scan
FABD,7,standalone,FABD,7,FABD,7,1,0x02,ptr_scan
FABE,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
EDFB,7,standalone,EDFB,7,EDFB,7,1,0x02,ptr_scan
EE01,7,standalone,EE01,7,EE01,7,1,0x02,ptr_scan
EE02,7,secondary,EE00,7,EE00,7,1,0x02,ptr_scan
D022,7,standalone,D022,7,D022,7,1,0x02,ptr_scan
F606,7,secondary,F5BD,7,F5BD,7,1,0x02,ptr_scan
F607,7,standalone,F607,7,F607,7,1,0x02,ptr_scan
F67E,7,standalone,F67E,7,F67E,7,1,0x02,ptr_scan
F67F,7,secondary,F661,7,F661,7,1,0x02,ptr_scan
DD7E,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
EE46,7,secondary,EE11,7,EE11,7,1,0x02,ptr_scan
EE47,7,standalone,EE47,7,EE47,7,1,0x02,ptr_scan
D0EE,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D0EF,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
F2D1,7,standalone,F2D1,7,F2D1,7,1,0x02,ptr_scan
EE4D,7,standalone,EE4D,7,EE4D,7,1,0x02,ptr_scan
EE4E,7,standalone,EE4E,7,EE4E,7,1,0x02,ptr_scan
EE4F,7,standalone,EE4F,7,EE4F,7,1,0x02,ptr_scan
EE55,7,standalone,EE55,7,EE55,7,1,0x02,ptr_scan
EE56,7,standalone,EE56,7,EE56,7,1,0x02,ptr_scan
EE7E,7,standalone,EE7E,7,EE7E,7,1,0x02,ptr_scan
EE7F,7,standalone,EE7F,7,EE7F,7,1,0x02,ptr_scan
EE78,7,standalone,EE78,7,EE78,7,1,0x02,ptr_scan
EE79,7,standalone,EE79,7,EE79,7,1,0x02,ptr_scan
CA0B,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
F610,7,standalone,F610,7,F610,7,1,0x02,ptr_scan
F611,7,standalone,F611,7,F611,7,1,0x02,ptr_scan
CC8D,7,secondary,CC71,7,CC71,7,1,0x02,ptr_scan
C980,7,standalone,C980,7,C980,7,1,0x02,ptr_scan
EC06,7,secondary,EBAE,7,EBAE,7,1,0x02,ptr_scan
EC07,7,standalone,EC07,7,EC07,7,1,0x02,ptr_scan
FBEC,7,standalone,FBEC,7,FBEC,7,1,0x02,ptr_scan
FBED,7,secondary,F72F,7,F72F,7,3,0x02,ptr_scan
ECCA,7,secondary,EC91,7,EC91,7,1,0x02,ptr_scan
ECCB,7,standalone,ECCB,7,ECCB,7,1,0x02,ptr_scan
CD78,7,standalone,CD78,7,CD78,7,1,0x02,ptr_scan
FCCD,7,standalone,FCCD,7,FCCD,7,1,0x02,ptr_scan
FCCE,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F3AD,7,secondary,F3A9,7,F3A9,7,1,0x02,ptr_scan
F3AE,7,standalone,F3AE,7,F3AE,7,1,0x02,ptr_scan
EE10,7,secondary,EE00,7,EE00,7,1,0x02,ptr_scan
E906,7,standalone,E906,7,E906,7,1,0x02,ptr_scan
E907,7,standalone,E907,7,E907,7,1,0x02,ptr_scan
F34C,7,standalone,F34C,7,F34C,7,1,0x02,ptr_scan
EEF4,7,standalone,EEF4,7,EEF4,7,1,0x02,ptr_scan
E1BD,7,standalone,E1BD,7,E1BD,7,1,0x02,ptr_scan
E1BE,7,secondary,E1B9,7,E1B9,7,1,0x02,ptr_scan
F0E2,7,standalone,F0E2,7,F0E2,7,1,0x02,ptr_scan
E2BD,7,standalone,E2BD,7,E2BD,7,1,0x02,ptr_scan
F0E3,7,standalone,F0E3,7,F0E3,7,1,0x02,ptr_scan
F1E1,7,standalone,F1E1,7,F1E1,7,1,0x02,ptr_scan
F1E2,7,standalone,F1E2,7,F1E2,7,1,0x02,ptr_scan
F1E3,7,standalone,F1E3,7,F1E3,7,1,0x02,ptr_scan
F222,7,standalone,F222,7,F222,7,1,0x02,ptr_scan
F223,7,standalone,F223,7,F223,7,1,0x02,ptr_scan
E810,7,standalone,E810,7,E810,7,1,0x02,ptr_scan
E811,7,standalone,E811,7,E811,7,1,0x02,ptr_scan
E2BA,7,standalone,E2BA,7,E2BA,7,1,0x02,ptr_scan
C060,7,standalone,C060,7,C060,7,1,0x02,ptr_scan
C061,7,standalone,C061,7,C061,7,1,0x02,ptr_scan
D710,7,standalone,D710,7,D710,7,1,0x02,ptr_scan
D711,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
C400,7,standalone,C400,7,C400,7,1,0x02,ptr_scan
C401,7,standalone,C401,7,C401,7,1,0x02,ptr_scan
CC00,7,secondary,CB25,7,CB25,7,1,0x02,ptr_scan
CC01,7,standalone,CC01,7,CC01,7,1,0x02,ptr_scan
D400,7,standalone,D400,7,D400,7,1,0x02,ptr_scan
D401,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
DA00,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
EC00,7,standalone,EC00,7,EC00,7,1,0x02,ptr_scan
EC01,7,secondary,EBAE,7,EBAE,7,1,0x02,ptr_scan
FC01,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
E8FF,7,standalone,E8FF,7,E8FF,7,1,0x02,ptr_scan
DCFF,7,standalone,DCFF,7,DCFF,7,1,0x02,ptr_scan
DD00,7,standalone,DD00,7,DD00,7,1,0x02,ptr_scan
C2FF,7,standalone,C2FF,7,C2FF,7,1,0x02,ptr_scan
C300,7,standalone,C300,7,C300,7,1,0x02,ptr_scan
C007,7,standalone,C007,7,C007,7,1,0x02,ptr_scan
C010,7,standalone,C010,7,C010,7,1,0x02,ptr_scan
C01C,7,standalone,C01C,7,C01C,7,1,0x02,ptr_scan
C01D,7,standalone,C01D,7,C01D,7,1,0x02,ptr_scan
C020,7,standalone,C020,7,C020,7,1,0x02,ptr_scan
C014,7,standalone,C014,7,C014,7,1,0x02,ptr_scan
C00C,7,standalone,C00C,7,C00C,7,1,0x02,ptr_scan
C00D,7,standalone,C00D,7,C00D,7,1,0x02,ptr_scan
FE80,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FE81,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FD00,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FD01,7,standalone,FD01,7,FD01,7,1,0x02,ptr_scan
FB80,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FB81,7,standalone,FB81,7,FB81,7,1,0x02,ptr_scan
F840,7,standalone,F840,7,F840,7,1,0x02,ptr_scan
F841,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
C0F8,7,standalone,C0F8,7,C0F8,7,1,0x02,ptr_scan
F6C0,7,standalone,F6C0,7,F6C0,7,1,0x02,ptr_scan
F6C1,7,standalone,F6C1,7,F6C1,7,1,0x02,ptr_scan
F540,7,secondary,F53E,7,F53E,7,1,0x02,ptr_scan
F280,7,standalone,F280,7,F280,7,1,0x02,ptr_scan
F281,7,standalone,F281,7,F281,7,1,0x02,ptr_scan
F101,7,standalone,F101,7,F101,7,1,0x02,ptr_scan
EFC0,7,standalone,EFC0,7,EFC0,7,1,0x02,ptr_scan
EFC1,7,standalone,EFC1,7,EFC1,7,1,0x02,ptr_scan
EE40,7,standalone,EE40,7,EE40,7,1,0x02,ptr_scan
EE41,7,secondary,EE11,7,EE11,7,1,0x02,ptr_scan
ED00,7,standalone,ED00,7,ED00,7,1,0x02,ptr_scan
ED01,7,secondary,ECF7,7,ECF7,7,1,0x02,ptr_scan
C0ED,7,standalone,C0ED,7,C0ED,7,1,0x02,ptr_scan
C0EE,7,standalone,C0EE,7,C0EE,7,1,0x02,ptr_scan
EBC0,7,standalone,EBC0,7,EBC0,7,1,0x02,ptr_scan
EBC1,7,standalone,EBC1,7,EBC1,7,1,0x02,ptr_scan
C0EB,7,standalone,C0EB,7,C0EB,7,1,0x02,ptr_scan
EAC0,7,standalone,EAC0,7,EAC0,7,1,0x02,ptr_scan
EAC1,7,standalone,EAC1,7,EAC1,7,1,0x02,ptr_scan
E980,7,secondary,E928,7,E928,7,1,0x02,ptr_scan
E981,7,standalone,E981,7,E981,7,1,0x02,ptr_scan
E780,7,standalone,E780,7,E780,7,1,0x02,ptr_scan
E781,7,standalone,E781,7,E781,7,1,0x02,ptr_scan
E680,7,standalone,E680,7,E680,7,1,0x02,ptr_scan
E681,7,standalone,E681,7,E681,7,1,0x02,ptr_scan
E580,7,standalone,E580,7,E580,7,1,0x02,ptr_scan
E581,7,standalone,E581,7,E581,7,1,0x02,ptr_scan
C0E5,7,standalone,C0E5,7,C0E5,7,1,0x02,ptr_scan
C0E6,7,standalone,C0E6,7,C0E6,7,1,0x02,ptr_scan
E4C1,7,standalone,E4C1,7,E4C1,7,1,0x02,ptr_scan
E400,7,standalone,E400,7,E400,7,1,0x02,ptr_scan
E401,7,standalone,E401,7,E401,7,1,0x02,ptr_scan
E341,7,standalone,E341,7,E341,7,1,0x02,ptr_scan
E281,7,standalone,E281,7,E281,7,1,0x02,ptr_scan
E180,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
E101,7,standalone,E101,7,E101,7,1,0x02,ptr_scan
C0E1,7,standalone,C0E1,7,C0E1,7,1,0x02,ptr_scan
C0E2,7,standalone,C0E2,7,C0E2,7,1,0x02,ptr_scan
E080,7,standalone,E080,7,E080,7,1,0x02,ptr_scan
E081,7,standalone,E081,7,E081,7,1,0x02,ptr_scan
E040,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
E041,7,standalone,E041,7,E041,7,1,0x02,ptr_scan
C0E0,7,standalone,C0E0,7,C0E0,7,1,0x02,ptr_scan
C0E4,7,standalone,C0E4,7,C0E4,7,1,0x02,ptr_scan
C0E9,7,standalone,C0E9,7,C0E9,7,1,0x02,ptr_scan
C0EA,7,standalone,C0EA,7,C0EA,7,1,0x02,ptr_scan
C0EF,7,standalone,C0EF,7,C0EF,7,1,0x02,ptr_scan
C0F5,7,standalone,C0F5,7,C0F5,7,1,0x02,ptr_scan
C0F6,7,standalone,C0F6,7,C0F6,7,1,0x02,ptr_scan
F35F,7,standalone,F35F,7,F35F,7,4,0x02,ptr_scan
F360,7,standalone,F360,7,F360,7,1,0x02,ptr_scan
F3F2,7,standalone,F3F2,7,F3F2,7,4,0x02,ptr_scan
F3F3,7,standalone,F3F3,7,F3F3,7,1,0x02,ptr_scan
F3AF,7,secondary,F3A9,7,F3A9,7,5,0x02,ptr_scan
F3B0,7,standalone,F3B0,7,F3B0,7,1,0x02,ptr_scan
F6F0,7,standalone,F6F0,7,F6F0,7,1,0x02,ptr_scan
F6F1,7,secondary,F6C9,7,F6C9,7,1,0x02,ptr_scan
EE04,7,standalone,EE04,7,EE04,7,1,0x02,ptr_scan
EE05,7,secondary,EE00,7,EE00,7,1,0x02,ptr_scan
CE60,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE61,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
E5F1,7,secondary,E5D1,7,E5D1,7,1,0x02,ptr_scan
E4BD,7,secondary,E4B5,7,E4B5,7,1,0x02,ptr_scan
E4BE,7,standalone,E4BE,7,E4BE,7,1,0x02,ptr_scan
EBBD,7,secondary,EBAE,7,EBAE,7,1,0x02,ptr_scan
EBBE,7,standalone,EBBE,7,EBBE,7,1,0x02,ptr_scan
F3EC,7,standalone,F3EC,7,F3EC,7,1,0x02,ptr_scan
E7BD,7,standalone,E7BD,7,E7BD,7,1,0x02,ptr_scan
E7BE,7,standalone,E7BE,7,E7BE,7,1,0x02,ptr_scan
F3E7,7,standalone,F3E7,7,F3E7,7,1,0x02,ptr_scan
EEBD,7,secondary,EEB4,7,EEB4,7,1,0x02,ptr_scan
F3EE,7,standalone,F3EE,7,F3EE,7,1,0x02,ptr_scan
F3EF,7,standalone,F3EF,7,F3EF,7,1,0x02,ptr_scan
F459,7,standalone,F459,7,F459,7,13,0x03,control|ptr_scan
F45A,7,standalone,F45A,7,F45A,7,1,0x02,ptr_scan
CE18,7,standalone,CE18,7,CE18,7,1,0x02,ptr_scan
CE19,7,standalone,CE19,7,CE19,7,1,0x02,ptr_scan
CC4C,7,secondary,CB25,7,CB25,7,1,0x02,ptr_scan
CC4D,7,standalone,CC4D,7,CC4D,7,1,0x02,ptr_scan
F3CC,7,standalone,F3CC,7,F3A9,7,28,0x03,control|ptr_scan
DC20,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
DC21,7,standalone,DC21,7,DC21,7,1,0x02,ptr_scan
F7DC,7,standalone,F7DC,7,F72F,7,37,0x03,control|ptr_scan
F7DD,7,standalone,F7DD,7,F7DD,7,1,0x02,ptr_scan
F260,7,standalone,F260,7,F260,7,1,0x02,ptr_scan
F261,7,standalone,F261,7,F261,7,1,0x02,ptr_scan
F359,7,standalone,F359,7,F359,7,1,0x02,ptr_scan
E9A3,7,standalone,E9A3,7,E9A3,7,1,0x02,ptr_scan
F4C9,7,standalone,F4C9,7,F4C9,7,1,0x02,ptr_scan
EE03,7,standalone,EE03,7,EE03,7,1,0x02,ptr_scan
F918,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F919,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
CE03,7,standalone,CE03,7,CE03,7,1,0x02,ptr_scan
C7C9,7,standalone,C7C9,7,C7C9,7,1,0x02,ptr_scan
C7CA,7,standalone,C7CA,7,C7CA,7,1,0x02,ptr_scan
C7A9,7,standalone,C7A9,7,C7A9,7,1,0x02,ptr_scan
C7AA,7,standalone,C7AA,7,C7AA,7,1,0x02,ptr_scan
EE48,7,standalone,EE48,7,EE48,7,1,0x02,ptr_scan
EE49,7,standalone,EE49,7,EE49,7,1,0x02,ptr_scan
D901,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D902,7,standalone,D902,7,D902,7,1,0x02,ptr_scan
CCD9,7,secondary,CC71,7,CC71,7,1,0x02,ptr_scan
F4CC,7,standalone,F4CC,7,F4CC,7,1,0x02,ptr_scan
F4CD,7,standalone,F4CD,7,F4CD,7,1,0x02,ptr_scan
D0F4,7,standalone,D0F4,7,D0F4,7,1,0x02,ptr_scan
D0F5,7,standalone,D0F5,7,D0F5,7,10,0x03,control|ptr_scan
C2B9,7,standalone,C2B9,7,C2B9,7,1,0x02,ptr_scan
F4C2,7,standalone,F4C2,7,F4C2,7,1,0x02,ptr_scan
F4C3,7,standalone,F4C3,7,F4C3,7,1,0x02,ptr_scan
C7B9,7,standalone,C7B9,7,C7B9,7,1,0x02,ptr_scan
C7BA,7,standalone,C7BA,7,C7BA,7,1,0x02,ptr_scan
F4C7,7,standalone,F4C7,7,F4C7,7,1,0x02,ptr_scan
F4C8,7,standalone,F4C8,7,F4C8,7,1,0x02,ptr_scan
EDC1,7,standalone,EDC1,7,EDC1,7,1,0x02,ptr_scan
E6ED,7,standalone,E6ED,7,E6ED,7,1,0x02,ptr_scan
D161,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
C93E,7,standalone,C93E,7,C93E,7,1,0x02,ptr_scan
C93F,7,standalone,C93F,7,C93F,7,1,0x02,ptr_scan
F417,7,standalone,F417,7,F417,7,1,0x02,ptr_scan
F418,7,standalone,F418,7,F418,7,1,0x02,ptr_scan
F5F4,7,secondary,F5BD,7,F5BD,7,2,0x02,ptr_scan
F6F6,7,standalone,F6F6,7,F6F6,7,1,0x02,ptr_scan
F7F6,7,standalone,F7F6,7,F7F6,7,1,0x02,ptr_scan
F7F7,7,secondary,F7DC,7,F7DC,7,1,0x02,ptr_scan
F6F7,7,secondary,F6C9,7,F6C9,7,1,0x02,ptr_scan
F6F8,7,secondary,F6C9,7,F6C9,7,1,0x02,ptr_scan
F514,7,standalone,F514,7,F514,7,1,0x02,ptr_scan
D220,7,standalone,D220,7,D220,7,1,0x02,ptr_scan
D221,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
F516,7,standalone,F516,7,F516,7,1,0x02,ptr_scan
F517,7,standalone,F517,7,F517,7,1,0x02,ptr_scan
C19A,7,standalone,C19A,7,C19A,7,1,0x02,ptr_scan
E19A,7,standalone,E19A,7,E19A,7,1,0x02,ptr_scan
F51C,7,standalone,F51C,7,F51C,7,37,0x02,ptr_scan
F51D,7,standalone,F51D,7,F51D,7,1,0x02,ptr_scan
D2D0,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D2D1,7,standalone,D2D1,7,D2D1,7,1,0x02,ptr_scan
D08A,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D08B,7,standalone,D08B,7,D08B,7,1,0x02,ptr_scan
F533,7,standalone,F533,7,F533,7,1,0x02,ptr_scan
F534,7,standalone,F534,7,F534,7,1,0x02,ptr_scan
F538,7,standalone,F538,7,F538,7,1,0x02,ptr_scan
F539,7,standalone,F539,7,F539,7,1,0x02,ptr_scan
FE03,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FC04,7,standalone,FC04,7,FC04,7,1,0x02,ptr_scan
FC05,7,standalone,FC05,7,FC05,7,1,0x02,ptr_scan
F6FD,7,secondary,F6C9,7,F6C9,7,1,0x02,ptr_scan
F8F7,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F8F9,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
E641,7,standalone,E641,7,E641,7,1,0x02,ptr_scan
F587,7,standalone,F587,7,F587,7,1,0x02,ptr_scan
DEAA,7,standalone,DEAA,7,DEAA,7,1,0x02,ptr_scan
F58A,7,standalone,F58A,7,F58A,7,20,0x03,control|ptr_scan
F58B,7,standalone,F58B,7,F58B,7,1,0x02,ptr_scan
F598,7,standalone,F598,7,F598,7,22,0x03,control|ptr_scan
F599,7,standalone,F599,7,F599,7,1,0x02,ptr_scan
CBD0,7,secondary,CB25,7,CB25,7,1,0x02,ptr_scan
C98A,7,standalone,C98A,7,C98A,7,1,0x02,ptr_scan
C98B,7,standalone,C98B,7,C98B,7,1,0x02,ptr_scan
F08A,7,secondary,F068,7,F068,7,1,0x02,ptr_scan
F08B,7,standalone,F08B,7,F08B,7,1,0x02,ptr_scan
F9A9,7,standalone,F9A9,7,F9A9,7,1,0x02,ptr_scan
F9AA,7,secondary,F9A8,7,F9A8,7,1,0x02,ptr_scan
F7C6,7,standalone,F7C6,7,F72F,7,5,0x03,control|ptr_scan
F7C7,7,standalone,F7C7,7,F7C7,7,1,0x02,ptr_scan
C1BC,7,standalone,C1BC,7,C1BC,7,1,0x02,ptr_scan
D1B9,7,standalone,D1B9,7,D1B9,7,1,0x02,ptr_scan
F02A,7,standalone,F02A,7,F02A,7,1,0x02,ptr_scan
F02B,7,standalone,F02B,7,F02B,7,1,0x02,ptr_scan
F938,7,standalone,F938,7,F938,7,1,0x02,ptr_scan
F939,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
C1BE,7,standalone,C1BE,7,C1BE,7,1,0x02,ptr_scan
D1F9,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D1FA,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
E1FD,7,secondary,E1B9,7,E1B9,7,1,0x02,ptr_scan
E507,7,secondary,E4E3,7,E4E3,7,1,0x02,ptr_scan
C933,7,standalone,C933,7,C933,7,1,0x02,ptr_scan
C934,7,standalone,C934,7,C934,7,1,0x02,ptr_scan
C910,7,standalone,C910,7,C910,7,1,0x02,ptr_scan
F615,7,standalone,F615,7,F615,7,1,0x02,ptr_scan
F616,7,standalone,F616,7,F616,7,1,0x02,ptr_scan
FE04,7,standalone,FE04,7,FE04,7,1,0x02,ptr_scan
C1FE,7,standalone,C1FE,7,C1FE,7,1,0x02,ptr_scan
FAA9,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FAAA,7,standalone,FAAA,7,FAAA,7,1,0x02,ptr_scan
DE61,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
FA60,7,standalone,FA60,7,FA60,7,1,0x02,ptr_scan
FA61,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F9A0,7,standalone,F9A0,7,F72F,7,54,0x03,control|ptr_scan
F9A1,7,secondary,F9A0,7,F9A0,7,1,0x02,ptr_scan
C4F9,7,standalone,C4F9,7,C4F9,7,1,0x02,ptr_scan
C4FA,7,standalone,C4FA,7,C4FA,7,1,0x02,ptr_scan
D092,7,standalone,D092,7,D092,7,1,0x02,ptr_scan
D093,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
F9A8,7,standalone,F9A8,7,F72F,7,36,0x03,control|ptr_scan
C6B9,7,standalone,C6B9,7,C6B9,7,1,0x02,ptr_scan
C6BA,7,standalone,C6BA,7,C6BA,7,1,0x02,ptr_scan
F6C6,7,standalone,F6C6,7,F6C6,7,1,0x02,ptr_scan
F6C7,7,standalone,F6C7,7,F6C7,7,1,0x02,ptr_scan
FAD0,7,secondary,FAC8,7,FAC8,7,1,0x02,ptr_scan
F068,7,standalone,F068,7,F068,7,55,0x03,control|ptr_scan
F712,7,standalone,F712,7,F712,7,20,0x03,control|ptr_scan
F713,7,standalone,F713,7,F713,7,1,0x02,ptr_scan
CFD0,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CFD1,7,standalone,CFD1,7,CFD1,7,1,0x02,ptr_scan
F72D,7,secondary,F712,7,F712,7,1,0x02,ptr_scan
F72E,7,standalone,F72E,7,F72E,7,1,0x02,ptr_scan
F731,7,standalone,F731,7,F731,7,1,0x02,ptr_scan
F732,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F735,7,standalone,F735,7,F735,7,1,0x02,ptr_scan
F736,7,standalone,F736,7,F736,7,1,0x02,ptr_scan
F733,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F861,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F770,7,standalone,F770,7,F770,7,1,0x02,ptr_scan
F772,7,standalone,F772,7,F772,7,14,0x03,control|ptr_scan
F773,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
